"ORDEN","CLASE","MARCA","MODELO","FECHA MATRICULA/RADICACION","AÑO","MES","DIA"
"12936","MOTOCICLETA","WEST","2013","30/04/2015","2015","04.abril","30.jueves"
"12937","AUTOMOVIL","FIAT","1993","30/07/2015","2015","07.julio","30.jueves"
"12938","MOTOCICLETA","SUZUKI","1997","05/08/2015","2015","08.agosto","05.miércoles"
"12939","AUTOMOVIL","CHEVROLET","2008","05/08/2015","2015","08.agosto","05.miércoles"
"12940","MOTOCICLETA","KYMCO","2016","05/08/2015","2015","08.agosto","05.miércoles"
"12941","CAMIONETA","DODGE","2012","11/08/2015","2015","08.agosto","11.martes"
"12942","MOTOCICLETA","YAMAHA","2008","11/08/2015","2015","08.agosto","11.martes"
"12943","MOTOCICLETA","HONDA","2015","02/09/2015","2015","09.septiembre","02.miércoles"
"12944","MOTOCICLETA","BAJAJ","2016","04/08/2015","2015","08.agosto","04.martes"
"12945","MOTOCICLETA","KYMCO","2015","04/08/2015","2015","08.agosto","04.martes"
"12946","MOTOCICLETA","YAMAHA","2016","04/08/2015","2015","08.agosto","04.martes"
"12947","AUTOMOVIL","SUZUKI","2016","18/12/2015","2015","12.diciembre","18.viernes"
"12948","AUTOMOVIL","RENAULT","2005","10/12/2015","2015","12.diciembre","10.jueves"
"12949","MOTOCICLETA","YAMAHA","2016","01/12/2015","2015","12.diciembre","01.martes"
"12950","CAMIONETA","FIAT","2014","09/09/2015","2015","09.septiembre","09.miércoles"
"12951","MOTOCICLETA","BAJAJ","2016","11/09/2015","2015","09.septiembre","11.viernes"
"12952","AUTOMOVIL","CHEVROLET","2001","15/12/2015","2015","12.diciembre","15.martes"
"12953","MOTOCICLETA","YAMAHA","2016","18/12/2015","2015","12.diciembre","18.viernes"
"12954","MOTOCICLETA","SUZUKI","2015","30/01/2015","2015","01.enero","30.viernes"
"12955","AUTOMOVIL","RENAULT","2012","20/01/2015","2015","01.enero","20.martes"
"12956","MOTOCICLETA","SUZUKI","2015","20/01/2015","2015","01.enero","20.martes"
"12957","MOTOCICLETA","YAMAHA","2008","13/07/2015","2015","07.julio","13.lunes"
"12958","MOTOCICLETA","YAMAHA","2016","14/07/2015","2015","07.julio","14.martes"
"12959","MOTOCICLETA","KYMCO","2016","14/07/2015","2015","07.julio","14.martes"
"12960","MOTOCICLETA","KYMCO","2016","16/07/2015","2015","07.julio","16.jueves"
"12961","MOTOCICLETA","YAMAHA","2015","17/07/2015","2015","07.julio","17.viernes"
"12962","MOTOCICLETA","AYCO","2015","24/07/2015","2015","07.julio","24.viernes"
"12963","MOTOCICLETA","BAJAJ","2016","16/06/2015","2015","06.junio","16.martes"
"12964","MOTOCICLETA","SUZUKI","2015","28/01/2015","2015","01.enero","28.miércoles"
"12965","MOTOCICLETA","BAJAJ","2015","11/02/2015","2015","02.febrero","11.miércoles"
"12966","MOTOCICLETA","BAJAJ","2015","25/02/2015","2015","02.febrero","25.miércoles"
"12967","CAMIONETA","RENAULT","2016","27/02/2015","2015","02.febrero","27.viernes"
"12968","MOTOCICLETA","SUZUKI","2012","18/03/2015","2015","03.marzo","18.miércoles"
"12969","MOTOCICLETA","BAJAJ","2015","27/07/2015","2015","07.julio","27.lunes"
"12970","MOTOCICLETA","HONDA","2016","27/07/2015","2015","07.julio","27.lunes"
"12971","MOTOCICLETA","KYMCO","2016","27/07/2015","2015","07.julio","27.lunes"
"12972","MOTOCICLETA","AYCO","2016","31/07/2015","2015","07.julio","31.viernes"
"12973","MOTOCICLETA","KYMCO","2016","31/07/2015","2015","07.julio","31.viernes"
"12974","MOTOCICLETA","YAMAHA","2016","06/08/2015","2015","08.agosto","06.jueves"
"12975","MOTOCICLETA","BAJAJ","2015","05/05/2015","2015","05.mayo","05.martes"
"12976","MOTOCICLETA","BAJAJ","2016","07/05/2015","2015","05.mayo","07.jueves"
"12977","MOTOCICLETA","BAJAJ","2016","12/05/2015","2015","05.mayo","12.martes"
"12978","MOTOCICLETA","WEST","2013","12/05/2015","2015","05.mayo","12.martes"
"12979","MOTOCICLETA","YAMAHA","2016","05/08/2015","2015","08.agosto","05.miércoles"
"12980","MOTOCICLETA","BAJAJ","2016","10/09/2015","2015","09.septiembre","10.jueves"
"12981","MOTOCICLETA","HONDA","2015","01/04/2015","2015","04.abril","01.miércoles"
"12982","MOTOCICLETA","YAMAHA","2015","01/04/2015","2015","04.abril","01.miércoles"
"12983","MOTOCICLETA","YAMAHA","2016","13/08/2015","2015","08.agosto","13.jueves"
"12984","MOTOCICLETA","KYMCO","2016","19/08/2015","2015","08.agosto","19.miércoles"
"12985","MOTOCICLETA","BAJAJ","2016","19/08/2015","2015","08.agosto","19.miércoles"
"12986","MOTOCICLETA","BAJAJ","2016","14/05/2015","2015","05.mayo","14.jueves"
"12987","CAMIONETA","CHEVROLET","2016","23/09/2015","2015","09.septiembre","23.miércoles"
"12988","MOTOCICLETA","BAJAJ","2013","07/09/2015","2015","09.septiembre","07.lunes"
"12989","CAMION","FORD","2005","07/10/2015","2015","10.octubre","07.miércoles"
"12990","AUTOMOVIL","CHEVROLET","2008","14/10/2015","2015","10.octubre","14.miércoles"
"12991","AUTOMOVIL","CHEVROLET","2016","21/12/2015","2015","12.diciembre","21.lunes"
"12992","MOTOCICLETA","AUTECO BAJAJ","2015","06/02/2015","2015","02.febrero","06.viernes"
"12993","MOTOCICLETA","KYMCO","2015","06/02/2015","2015","02.febrero","06.viernes"
"12994","MOTOCICLETA","SUZUKI","2015","06/02/2015","2015","02.febrero","06.viernes"
"12995","MOTOCICLETA","WEST","2015","06/02/2015","2015","02.febrero","06.viernes"
"12996","MOTOCICLETA","SUZUKI","2016","15/10/2015","2015","10.octubre","15.jueves"
"12997","MOTOCICLETA","YAMAHA","2015","29/10/2015","2015","10.octubre","29.jueves"
"12998","REMOLQUE","CAPRI","2010","02/12/2015","2015","12.diciembre","02.miércoles"
"12999","MOTOCICLETA","YAMAHA","2016","16/09/2015","2015","09.septiembre","16.miércoles"
"13000","MOTOCICLETA","VICTORY","2016","17/09/2015","2015","09.septiembre","17.jueves"
"13001","MOTOCICLETA","BAJAJ","2016","17/09/2015","2015","09.septiembre","17.jueves"
"13002","MOTOCICLETA","BAJAJ","2016","21/09/2015","2015","09.septiembre","21.lunes"
"13003","VOLQUETA","CHEVROLET","1999","12/01/2015","2015","01.enero","12.lunes"
"13004","MOTOCICLETA","HONDA","2016","24/09/2015","2015","09.septiembre","24.jueves"
"13005","MOTOCICLETA","YAMAHA","2016","25/09/2015","2015","09.septiembre","25.viernes"
"13006","MOTOCICLETA","WEST","2015","23/07/2015","2015","07.julio","23.jueves"
"13007","CAMPERO","WILLYS","1959","29/09/2015","2015","09.septiembre","29.martes"
"13008","MOTOCICLETA","HONDA","2015","09/10/2015","2015","10.octubre","09.viernes"
"13009","CAMPERO","WILLYS","1953","19/10/2015","2015","10.octubre","19.lunes"
"13010","MOTOCICLETA","HONDA","2016","21/10/2015","2015","10.octubre","21.miércoles"
"13011","CAMION","INTERNATIONAL","2009","23/10/2015","2015","10.octubre","23.viernes"
"13012","MOTOCICLETA","HONDA","2016","04/11/2015","2015","11.noviembre","04.miércoles"
"13013","MOTOCICLETA","YAMAHA","2016","21/10/2015","2015","10.octubre","21.miércoles"
"13014","MOTOCICLETA","YAMAHA","2016","22/10/2015","2015","10.octubre","22.jueves"
"13015","MOTOCICLETA","BAJAJ","2015","28/10/2015","2015","10.octubre","28.miércoles"
"13016","MOTOCICLETA","YAMAHA","2016","21/08/2015","2015","08.agosto","21.viernes"
"13017","AUTOMOVIL","MAZDA","2007","18/02/2015","2015","02.febrero","18.miércoles"
"13018","MOTOCICLETA","VICTORY","2016","18/06/2015","2015","06.junio","18.jueves"
"13019","MOTOCICLETA","HONDA","2016","09/09/2015","2015","09.septiembre","09.miércoles"
"13020","MOTOCICLETA","KYMCO","2016","14/08/2015","2015","08.agosto","14.viernes"
"13021","MOTOCICLETA","BAJAJ","2016","25/09/2015","2015","09.septiembre","25.viernes"
"13022","MOTOCICLETA","HONDA","2016","21/08/2015","2015","08.agosto","21.viernes"
"13023","MOTOCICLETA","YAMAHA","2016","26/08/2015","2015","08.agosto","26.miércoles"
"13024","MOTOCICLETA","YAMAHA","2016","27/08/2015","2015","08.agosto","27.jueves"
"13025","MOTOCICLETA","HONDA","2016","31/08/2015","2015","08.agosto","31.lunes"
"13026","MOTOCICLETA","KYMCO","2016","01/09/2015","2015","09.septiembre","01.martes"
"13027","MOTOCICLETA","YAMAHA","2016","01/09/2015","2015","09.septiembre","01.martes"
"13028","MOTOCICLETA","KYMCO","2016","03/09/2015","2015","09.septiembre","03.jueves"
"13029","MOTOCICLETA","HONDA","2015","08/09/2015","2015","09.septiembre","08.martes"
"13030","MOTOCICLETA","BAJAJ","2016","24/12/2015","2015","12.diciembre","24.jueves"
"13031","MOTOCICLETA","HONDA","2015","24/12/2015","2015","12.diciembre","24.jueves"
"13032","MOTOCICLETA","AUTECO","2016","11/12/2015","2015","12.diciembre","11.viernes"
"13033","MOTOCICLETA","AKT","2015","30/12/2015","2015","12.diciembre","30.miércoles"
"13034","MOTOCICLETA","ACB","2016","30/12/2015","2015","12.diciembre","30.miércoles"
"13035","MOTOCICLETA","SUZUKI","2015","11/05/2015","2015","05.mayo","11.lunes"
"13036","AUTOMOVIL","SUZUKI","2015","30/03/2015","2015","03.marzo","30.lunes"
"13037","TRACTO CAMION","INTERNATIONAL","2015","21/05/2015","2015","05.mayo","21.jueves"
"13038","CAMION","CHEVROLET","1993","06/07/2016","2016","07.julio","06.miércoles"
"13039","AUTOMOVIL","RENAULT","2010","06/04/2016","2016","04.abril","06.miércoles"
"13040","CAMION","FOTON","2011","31/08/2016","2016","08.agosto","31.miércoles"
"13041","AUTOMOVIL","KIA","2021","12/02/2016","2016","02.febrero","12.viernes"
"13042","AUTOMOVIL","FORD","1953","16/09/2016","2016","09.septiembre","16.viernes"
"13043","AUTOMOVIL","MAZDA","2000","25/04/2016","2016","04.abril","25.lunes"
"13044","CAMPERO","WILLYS","1951","20/04/2016","2016","04.abril","20.miércoles"
"13045","MOTOCICLETA","YAMAHA","2017","01/08/2016","2016","08.agosto","01.lunes"
"13046","MOTOCICLETA","KYMCO","2016","26/02/2016","2016","02.febrero","26.viernes"
"13047","AUTOMOVIL","CHEVROLET","2015","22/11/2016","2016","11.noviembre","22.martes"
"13048","CAMPERO","WILLYS","1951","06/04/2016","2016","04.abril","06.miércoles"
"13049","MOTOCICLETA","SUZUKI","2010","04/02/2016","2016","02.febrero","04.jueves"
"13050","AUTOMOVIL","NISSAN","2015","21/06/2016","2016","06.junio","21.martes"
"13051","MOTOCICLETA","BAJAJ","2017","16/12/2016","2016","12.diciembre","16.viernes"
"13052","SEMIREMOQLUE","CAPRI","2005","27/07/2016","2016","07.julio","27.miércoles"
"13053","CAMIONETA","MAZDA","2001","01/11/2016","2016","11.noviembre","01.martes"
"13054","AUTOMOVIL","NISSAN","2017","28/12/2016","2016","12.diciembre","28.miércoles"
"13055","VOLQUETA","VOLVO","2006","13/06/2016","2016","06.junio","13.lunes"
"13056","AUTOMOVIL","RENAULT","2016","01/01/2016","2016","01.enero","01.viernes"
"13057","CAMION","INTERNATIONAL","2011","21/12/2016","2016","12.diciembre","21.miércoles"
"13058","MOTOCICLETA","KYMCO","2017","26/12/2016","2016","12.diciembre","26.lunes"
"13059","AUTOMOVIL","MAZDA","1993","16/09/2016","2016","09.septiembre","16.viernes"
"13060","AUTOMOVIL","MAZDA","2005","06/09/2016","2016","09.septiembre","06.martes"
"13061","CAMIONETA","MAZDA","1996","07/10/2016","2016","10.octubre","07.viernes"
"13062","MOTOCICLETA","HONDA","2017","31/10/2016","2016","10.octubre","31.lunes"
"13063","AUTOMOVIL","RENAULT","1987","16/09/2016","2016","09.septiembre","16.viernes"
"13064","MOTOCICLETA","YAMAHA","2017","06/09/2016","2016","09.septiembre","06.martes"
"13065","AUTOMOVIL","RENAULT","2017","24/10/2016","2016","10.octubre","24.lunes"
"13066","CAMPERO","WILLYS","1954","03/06/2016","2016","06.junio","03.viernes"
"13067","AUTOMOVIL","RENAULT","2017","28/12/2016","2016","12.diciembre","28.miércoles"
"13068","MOTOCICLETA","HONDA","2012","04/08/2016","2016","08.agosto","04.jueves"
"13069","CAMION","DODGE","1976","22/02/2016","2016","02.febrero","22.lunes"
"13070","CAMIONETA","MAZDA","1985","18/11/2016","2016","11.noviembre","18.viernes"
"13071","CAMIONETA","CHEVROLET","1997","04/05/2016","2016","05.mayo","04.miércoles"
"13072","AUTOMOVIL","RENAULT","1990","18/04/2016","2016","04.abril","18.lunes"
"13073","CAMPERO","WILLYS","1950","12/04/2016","2016","04.abril","12.martes"
"13074","CAMPERO","JEEP","1977","12/04/2016","2016","04.abril","12.martes"
"13075","CAMPERO","JEEP","1977","13/09/2016","2016","09.septiembre","13.martes"
"13076","AUTOMOVIL","MAZDA","1990","28/12/2016","2016","12.diciembre","28.miércoles"
"13077","AUTOMOVIL","CHEVROLET","2021","26/05/2016","2016","05.mayo","26.jueves"
"13078","AUTOMOVIL","CHEVROLET","2011","09/06/2016","2016","06.junio","09.jueves"
"13079","CAMIONETA","JEEP","2017","30/08/2016","2016","08.agosto","30.martes"
"13080","CAMIONETA","CHEVROLET","2015","20/05/2016","2016","05.mayo","20.viernes"
"13081","CAMIONETA","CHEVROLET","1985","23/12/2016","2016","12.diciembre","23.viernes"
"13082","MOTOCICLETA","SUZUKI","2016","14/01/2016","2016","01.enero","14.jueves"
"13083","CAMIONETA","CHEVROLET","1987","28/06/2016","2016","06.junio","28.martes"
"13084","AUTOMOVIL","CHEVROLET","1994","22/02/2016","2016","02.febrero","22.lunes"
"13085","CAMIONETA","MAZDA","2017","21/09/2016","2016","09.septiembre","21.miércoles"
"13086","MOTOCICLETA","SUZUKI","2010","18/08/2016","2016","08.agosto","18.jueves"
"13087","AUTOMOVIL","MAZDA","2009","27/01/2016","2016","01.enero","27.miércoles"
"13088","AUTOMOVIL","MAZDA","2016","14/01/2016","2016","01.enero","14.jueves"
"13089","CAMIONETA","CHEVROLET","2000","03/11/2016","2016","11.noviembre","03.jueves"
"13090","CAMPERO","JEEP","1979","16/09/2016","2016","09.septiembre","16.viernes"
"13091","AUTOMOVIL","TOYOTA","1979","25/07/2016","2016","07.julio","25.lunes"
"13092","AUTOMOVIL","CHEVROLET","2014","06/07/2016","2016","07.julio","06.miércoles"
"13093","AUTOMOVIL","RENAULT","2013","06/09/2016","2016","09.septiembre","06.martes"
"13094","MOTOCICLETA","BAJAJ","2017","22/11/2016","2016","11.noviembre","22.martes"
"13095","CAMIONETA","TOYOTA","2013","30/09/2016","2016","09.septiembre","30.viernes"
"13096","CAMIONETA","TOYOTA","2010","22/07/2016","2016","07.julio","22.viernes"
"13097","CAMION","FORD","2008","31/03/2016","2016","03.marzo","31.jueves"
"13098","MOTOCICLETA","AKT","2017","23/12/2016","2016","12.diciembre","23.viernes"
"13099","CAMIONETA","NISSAN","2017","26/05/2016","2016","05.mayo","26.jueves"
"13100","MOTOCICLETA","SUZUKI","2016","01/12/2016","2016","12.diciembre","01.jueves"
"13101","AUTOMOVIL","MAZDA","2007","20/10/2016","2016","10.octubre","20.jueves"
"13102","MOTOCICLETA","HONDA","2016","17/03/2016","2016","03.marzo","17.jueves"
"13103","CAMIONETA","CHEVROLET","2016","13/04/2016","2016","04.abril","13.miércoles"
"13104","MOTOCICLETA","AKT","2014","16/06/2016","2016","06.junio","16.jueves"
"13105","AUTOMOVIL","CHEVROLET","2008","28/09/2016","2016","09.septiembre","28.miércoles"
"13106","CAMPERO","SUZUKI","1981","20/09/2016","2016","09.septiembre","20.martes"
"13107","CAMION","HINO","1994","26/05/2016","2016","05.mayo","26.jueves"
"13108","CAMIONETA","NISSAN","2016","29/02/2016","2016","02.febrero","29.lunes"
"13109","CAMIONETA","NISSAN","2010","06/07/2016","2016","07.julio","06.miércoles"
"13110","CAMION","CHEVROLET","2011","16/03/2016","2016","03.marzo","16.miércoles"
"13111","AUTOMOVIL","RENAULT","2006","12/10/2016","2016","10.octubre","12.miércoles"
"13112","AUTOMOVIL","KIA","2017","27/07/2016","2016","07.julio","27.miércoles"
"13113","MOTOCICLETA","HONDA","2016","02/03/2016","2016","03.marzo","02.miércoles"
"13114","CAMION","CHEVROLET","2006","01/11/2016","2016","11.noviembre","01.martes"
"13115","MOTOCICLETA","SUZUKI","2015","13/05/2016","2016","05.mayo","13.viernes"
"13116","AUTOMOVIL","RENAULT","2010","20/01/2016","2016","01.enero","20.miércoles"
"13117","CAMIONETA","CHEVROLET","1992","08/08/2016","2016","08.agosto","08.lunes"
"13118","CAMION","CHEVROLET","2007","14/12/2016","2016","12.diciembre","14.miércoles"
"13119","AUTOMOVIL","MAZDA","1991","18/08/2016","2016","08.agosto","18.jueves"
"13120","AUTOMOVIL","RENAULT","2011","01/01/2016","2016","01.enero","01.viernes"
"13121","CAMIONETA","CHEVROLET","2000","07/09/2016","2016","09.septiembre","07.miércoles"
"13122","CAMPERO","CHEVROLET","1994","18/01/2016","2016","01.enero","18.lunes"
"13123","AUTOMOVIL","HYUNDAI","2005","30/09/2016","2016","09.septiembre","30.viernes"
"13124","AUTOMOVIL","MAZDA","1992","22/11/2016","2016","11.noviembre","22.martes"
"13125","AUTOMOVIL","RENAULT","2017","08/04/2016","2016","04.abril","08.viernes"
"13126","MOTOCICLETA","VICTORY","2017","16/12/2016","2016","12.diciembre","16.viernes"
"13127","CAMIONETA","CHEVROLET","1989","11/03/2016","2016","03.marzo","11.viernes"
"13128","MOTOCICLETA","KYMCO","2017","21/10/2016","2016","10.octubre","21.viernes"
"13129","MOTOCICLETA","SUZUKI","2005","06/07/2016","2016","07.julio","06.miércoles"
"13130","MOTOCICLETA","YAMAHA","2017","12/09/2016","2016","09.septiembre","12.lunes"
"13131","MOTOCICLETA","SUZUKI","2015","24/08/2016","2016","08.agosto","24.miércoles"
"13132","AUTOMOVIL","RENAULT","2017","29/12/2016","2016","12.diciembre","29.jueves"
"13133","MICROBUS","IVECO","2007","22/02/2016","2016","02.febrero","22.lunes"
"13134","CAMIONETA","CHEVROLET","2017","21/09/2016","2016","09.septiembre","21.miércoles"
"13135","MOTOCICLETA","KYMCO","2017","06/09/2016","2016","09.septiembre","06.martes"
"13136","AUTOMOVIL","CHEVROLET","1999","15/11/2016","2016","11.noviembre","15.martes"
"13137","AUTOMOVIL","CHEVROLET","1996","29/04/2016","2016","04.abril","29.viernes"
"13138","CAMIONETA","NISSAN","2011","11/04/2016","2016","04.abril","11.lunes"
"13139","CAMIONETA","WILLYS","1959","06/12/2016","2016","12.diciembre","06.martes"
"13140","MOTOCICLETA","BAJAJ","2016","02/08/2016","2016","08.agosto","02.martes"
"13141","MOTOCICLETA","YAMAHA","2016","22/07/2016","2016","07.julio","22.viernes"
"13142","AUTOMOVIL","CHEVROLET","2009","04/11/2016","2016","11.noviembre","04.viernes"
"13143","CAMPERO","WILLYS","1952","15/04/2016","2016","04.abril","15.viernes"
"13144","AUTOMOVIL","MAZDA","1995","26/05/2016","2016","05.mayo","26.jueves"
"13145","MOTOCICLETA","AKT","2016","02/09/2016","2016","09.septiembre","02.viernes"
"13146","MOTOCICLETA","HONDA","2017","29/12/2016","2016","12.diciembre","29.jueves"
"13147","CAMIONETA","CHEVROLET","2017","25/08/2016","2016","08.agosto","25.jueves"
"13148","AUTOMOVIL","RENAULT","2009","11/02/2016","2016","02.febrero","11.jueves"
"13149","AUTOMOVIL","CHEVROLET","2013","12/12/2016","2016","12.diciembre","12.lunes"
"13150","MOTOCICLETA","YAMAHA","2017","20/10/2016","2016","10.octubre","20.jueves"
"13151","CAMION","CHEVROLET","1988","02/11/2016","2016","11.noviembre","02.miércoles"
"13152","AUTOMOVIL","CHEVROLET","2017","05/10/2016","2016","10.octubre","05.miércoles"
"13153","AUTOMOVIL","CHEVROLET","2013","22/12/2016","2016","12.diciembre","22.jueves"
"13154","CAMION","FORD","2007","29/04/2016","2016","04.abril","29.viernes"
"13155","MOTOCICLETA","HONDA","2017","18/07/2016","2016","07.julio","18.lunes"
"13156","AUTOMOVIL","MAZDA","2016","09/03/2016","2016","03.marzo","09.miércoles"
"13157","CAMIONETA","ACCURO","2003","19/10/2016","2016","10.octubre","19.miércoles"
"13158","CAMION","CHEVROLET","2008","21/11/2016","2016","11.noviembre","21.lunes"
"13159","MOTOCICLETA","KAWASAKI","2010","29/04/2016","2016","04.abril","29.viernes"
"13160","AUTOMOVIL","CHEVROLET","1994","06/07/2016","2016","07.julio","06.miércoles"
"13161","CAMPERO","CHEVROLET","2011","21/09/2016","2016","09.septiembre","21.miércoles"
"13162","CAMIONETA","NISSAN","2017","18/08/2016","2016","08.agosto","18.jueves"
"13163","CAMION","INTERNATIONAL","2021","22/01/2016","2016","01.enero","22.viernes"
"13164","CAMIONETA","MAZDA","1996","31/10/2016","2016","10.octubre","31.lunes"
"13165","CAMPERO","LAND ROVER","1974","19/07/2016","2016","07.julio","19.martes"
"13166","AUTOMOVIL","RENAULT","2017","29/11/2016","2016","11.noviembre","29.martes"
"13167","CAMPERO","RENAULT","2016","30/11/2016","2016","11.noviembre","30.miércoles"
"13168","CAMPERO","TOYOTA","1971","05/08/2016","2016","08.agosto","05.viernes"
"13169","AUTOMOVIL","RENAULT","2012","12/08/2016","2016","08.agosto","12.viernes"
"13170","CAMIONETA","CHEVROLET","1988","08/09/2016","2016","09.septiembre","08.jueves"
"13171","AUTOMOVIL","CHEVROLET","2014","16/09/2016","2016","09.septiembre","16.viernes"
"13172","AUTOMOVIL","CHEVROLET","2012","11/03/2016","2016","03.marzo","11.viernes"
"13173","AUTOMOVIL","RENAULT","2017","16/12/2016","2016","12.diciembre","16.viernes"
"13174","MOTOCICLETA","YAMAHA","2016","29/03/2016","2016","03.marzo","29.martes"
"13175","MOTOCICLETA","YAMAHA","2017","11/04/2016","2016","04.abril","11.lunes"
"13176","CAMIONETA","FORD","2017","22/12/2016","2016","12.diciembre","22.jueves"
"13177","CAMION","FORD","2005","20/12/2016","2016","12.diciembre","20.martes"
"13178","CAMPERO","WILLYS","1961","12/08/2016","2016","08.agosto","12.viernes"
"13179","AUTOMOVIL","RENAULT","2016","04/02/2016","2016","02.febrero","04.jueves"
"13180","CAMPERO","WILLYS","1959","03/02/2016","2016","02.febrero","03.miércoles"
"13181","CAMPERO","NISSAN","1978","04/12/2016","2016","12.diciembre","04.domingo"
"13182","AUTOMOVIL","RENAULT","2017","26/10/2016","2016","10.octubre","26.miércoles"
"13183","MOTOCICLETA","YAMAHA","2017","19/12/2016","2016","12.diciembre","19.lunes"
"13184","AUTOMOVIL","SUZUKI","2016","15/01/2016","2016","01.enero","15.viernes"
"13185","AUTOMOVIL","RENAULT","2017","09/08/2016","2016","08.agosto","09.martes"
"13186","CAMION","CHEVROLET","1982","20/09/2016","2016","09.septiembre","20.martes"
"13187","AUTOMOVIL","CHEVROLET","2007","29/09/2016","2016","09.septiembre","29.jueves"
"13188","MOTOCICLETA","BAJAJ","2017","17/10/2016","2016","10.octubre","17.lunes"
"13189","CAMPERO","NISSAN","1997","02/08/2016","2016","08.agosto","02.martes"
"13190","CAMIONETA","DODGE","1979","02/08/2016","2016","08.agosto","02.martes"
"13191","CAMPERO","LAND ROVER","1968","09/05/2016","2016","05.mayo","09.lunes"
"13192","AUTOMOVIL","FORD","1998","06/12/2016","2016","12.diciembre","06.martes"
"13193","MOTOCICLETA","BAJAJ","2017","02/11/2016","2016","11.noviembre","02.miércoles"
"13194","MOTOCICLETA","KYMCO","2015","06/07/2016","2016","07.julio","06.miércoles"
"13195","CAMPERO","WILLYS","1953","14/03/2016","2016","03.marzo","14.lunes"
"13196","CAMPERO","WILLYS","1953","10/02/2016","2016","02.febrero","10.miércoles"
"13197","CAMPERO","WILLYS","1954","03/11/2016","2016","11.noviembre","03.jueves"
"13198","AUTOMOVIL","FORD","2014","11/11/2016","2016","11.noviembre","11.viernes"
"13199","MOTOCICLETA","SUZUKI","2017","06/10/2016","2016","10.octubre","06.jueves"
"13200","AUTOMOVIL","CHEVROLET","2018","01/01/2016","2016","01.enero","01.viernes"
"13201","CAMION","FORD","1969","16/08/2016","2016","08.agosto","16.martes"
"13202","AUTOMOVIL","CHEVROLET","2003","11/02/2016","2016","02.febrero","11.jueves"
"13203","MOTOCICLETA","BAJAJ","2017","15/09/2016","2016","09.septiembre","15.jueves"
"13204","SEMIREMOQLUE","INCA FRUEHAUF","1998","14/03/2016","2016","03.marzo","14.lunes"
"13205","CAMPERO","CHEVROLET","1992","25/02/2016","2016","02.febrero","25.jueves"
"13206","CAMION","HINO","2010","11/10/2016","2016","10.octubre","11.martes"
"13207","MOTOCICLETA","VICTORY","2017","27/10/2016","2016","10.octubre","27.jueves"
"13208","AUTOMOVIL","MAZDA","1991","11/04/2016","2016","04.abril","11.lunes"
"13209","MOTOCICLETA","YAMAHA","2017","27/12/2016","2016","12.diciembre","27.martes"
"13210","CAMIONETA","NISSAN","2017","28/11/2016","2016","11.noviembre","28.lunes"
"13211","CAMIONETA","RENAULT","2017","25/11/2016","2016","11.noviembre","25.viernes"
"13212","MOTOCICLETA","YAMAHA","2017","14/09/2016","2016","09.septiembre","14.miércoles"
"13213","AUTOMOVIL","RENAULT","2005","07/09/2016","2016","09.septiembre","07.miércoles"
"13214","AUTOMOVIL","RENAULT","2017","01/01/2016","2016","01.enero","01.viernes"
"13215","AUTOMOVIL","RENAULT","2006","08/06/2016","2016","06.junio","08.miércoles"
"13216","CAMION","HINO","2012","11/11/2016","2016","11.noviembre","11.viernes"
"13217","CAMION","CHEVROLET","1997","01/01/2016","2016","01.enero","01.viernes"
"13218","AUTOMOVIL","RENAULT","2017","25/10/2016","2016","10.octubre","25.martes"
"13219","CAMION","CHEVROLET","1990","23/05/2016","2016","05.mayo","23.lunes"
"13220","AUTOMOVIL","NISSAN","2014","01/01/2016","2016","01.enero","01.viernes"
"13221","MOTOCICLETA","YAMAHA","2017","24/11/2016","2016","11.noviembre","24.jueves"
"13222","AUTOMOVIL","RENAULT","2004","28/09/2016","2016","09.septiembre","28.miércoles"
"13223","CAMION","DODGE","1971","08/07/2016","2016","07.julio","08.viernes"
"13224","MOTOCICLETA","SUZUKI","2017","22/08/2016","2016","08.agosto","22.lunes"
"13225","AUTOMOVIL","CHEVROLET","2004","22/11/2016","2016","11.noviembre","22.martes"
"13226","CAMPERO","WILLYS","1954","20/04/2016","2016","04.abril","20.miércoles"
"13227","MOTOCICLETA","BAJAJ","2013","13/05/2016","2016","05.mayo","13.viernes"
"13228","AUTOMOVIL","CHEVROLET","2001","21/04/2016","2016","04.abril","21.jueves"
"13229","CAMIONETA","DODGE","1974","01/11/2016","2016","11.noviembre","01.martes"
"13230","AUTOMOVIL","RENAULT","2010","04/10/2016","2016","10.octubre","04.martes"
"13231","CAMIONETA","CHEVROLET","1992","20/10/2016","2016","10.octubre","20.jueves"
"13232","CAMPERO","WILLYS","1965","17/08/2016","2016","08.agosto","17.miércoles"
"13233","AUTOMOVIL","CHEVROLET","2017","30/11/2016","2016","11.noviembre","30.miércoles"
"13234","CAMPERO","WILLYS","1954","12/04/2016","2016","04.abril","12.martes"
"13235","MOTOCICLETA","HONDA","2016","13/07/2016","2016","07.julio","13.miércoles"
"13236","CAMPERO","WILLYS","1954","29/03/2016","2016","03.marzo","29.martes"
"13237","AUTOMOVIL","CHEVROLET","2017","11/08/2016","2016","08.agosto","11.jueves"
"13238","CAMPERO","SUZUKI","2016","24/02/2016","2016","02.febrero","24.miércoles"
"13239","AUTOMOVIL","RENAULT","2016","25/01/2016","2016","01.enero","25.lunes"
"13240","CAMIONETA","RENAULT","2017","07/10/2016","2016","10.octubre","07.viernes"
